(species=Paecilomyces niveus)(type=Full)(curator=GO)
g3321 = 981
g3321 = 6355
g3321 = 8270
g3321 = 981
g3321 = 6355
g3321 = 8270
g10284 = 3824
g10284 = 51536
g10284 = 3824
g10284 = 51536
g10284 = 9107
g10284 = 16992
g10284 = 51539
g10284 = 9107
g10284 = 16992
g10284 = 51539
g5187 = 6886
g5187 = 31267
g5187 = 6886
g5187 = 31267
g5187 = 5049
g5187 = 6886
g5187 = 31267
g5187 = 5049
g7223 = 5515
g2926 = 5085
g2926 = 7264
g2926 = 5515
g2926 = 5085
g2926 = 7264
g2926 = 5515
g2926 = 5515
g2926 = 5515
g2926 = 5515
g2926 = 5515
g2926 = 5085
g2926 = 7264
g2926 = 5085
g2926 = 7264
g2926 = 5515
g2926 = 5515
g2926 = 5085
g2926 = 7264
g10202 = 3735
g10202 = 5840
g10202 = 6412
g10202 = 3735
g10202 = 5840
g10202 = 6412
g146 = 16746
g146 = 16491
g146 = 31177
g3561 = 16020
g3561 = 30001
g3561 = 46873
g3561 = 55085
g6048 = 5515
g6048 = 5515
g6048 = 5515
g6048 = 5515
g6048 = 5515
g6048 = 5515
g6048 = 5515
g6048 = 5515
g6048 = 5515
g3146 = 3677
g3146 = 3887
g3146 = 6260
g3146 = 6281
g3146 = 8622
g3146 = 3887
g3146 = 5634
g3146 = 6260
g3146 = 8270
g3146 = 166
g3146 = 3676
g3146 = 3887
g3146 = 166
g3146 = 3677
g3146 = 3887
g3146 = 5634
g3146 = 6260
g3146 = 8270
g3087 = 5634
g3087 = 6367
g3087 = 46982
g690 = 5680
g690 = 31145
g2683 = 981
g2683 = 6355
g2683 = 8270
g2683 = 981
g2683 = 6355
g2683 = 8270
g2683 = 981
g2683 = 6355
g2683 = 8270
g2683 = 3677
g2683 = 6351
g2683 = 8270
g2683 = 3677
g2683 = 6351
g2683 = 8270
g2683 = 981
g2683 = 6355
g2683 = 8270
g7619 = 19346
g7619 = 30170
g7619 = 19346
g7619 = 30170
g5280 = 5515
g5280 = 5515
g5280 = 5515
g5280 = 5515
g5280 = 5515
g5280 = 5515
g5280 = 5515
g526 = 981
g526 = 6355
g526 = 8270
g526 = 3677
g526 = 6351
g526 = 8270
g526 = 981
g526 = 6355
g526 = 8270
g526 = 981
g526 = 6355
g526 = 8270
g526 = 981
g526 = 6355
g526 = 8270
g526 = 3677
g526 = 6351
g526 = 8270
g8359 = 7165
g8359 = 16021
g8359 = 7165
g8359 = 16021
g8359 = 7165
g8359 = 16021
g8359 = 7165
g8359 = 16021
g8359 = 7165
g8359 = 16021
g8359 = 7165
g8359 = 16021
g8359 = 7165
g8359 = 16021
g8359 = 160
g8359 = 160
g8359 = 7165
g8359 = 16021
g8359 = 16310
g8359 = 16772
g8359 = 16310
g8359 = 16772
g8359 = 16310
g8359 = 16772
g8359 = 16310
g8359 = 16772
g8359 = 7165
g8359 = 16021
g8359 = 7165
g8359 = 16021
g8359 = 7165
g8359 = 16021
g8359 = 7165
g8359 = 16021
g8359 = 155
g8359 = 7165
g8359 = 7165
g8359 = 16021
g8359 = 7165
g8359 = 16021
g8359 = 7165
g8359 = 16021
g8359 = 155
g8359 = 7165
g8359 = 155
g8359 = 7165
g8359 = 160
g8359 = 7165
g8359 = 16021
g8359 = 7165
g8359 = 16021
g5095 = 3735
g5095 = 5840
g5095 = 6412
g5095 = 3735
g5095 = 5840
g5095 = 6412
g5095 = 3735
g5095 = 5840
g5095 = 6412
g5095 = 3735
g5095 = 5840
g5095 = 6412
g5095 = 3735
g5095 = 5840
g5095 = 6412
g3211 = 6397
g3211 = 6397
g27 = 3677
g27 = 6351
g27 = 8270
g27 = 3677
g27 = 6351
g27 = 8270
g6818 = 4657
g6818 = 6562
g2189 = 3924
g2189 = 5525
g2189 = 3924
g2189 = 5525
g2189 = 5509
g2189 = 5509
g2189 = 3924
g2189 = 5525
g2189 = 3924
g2189 = 5525
g4728 = 5524
g4728 = 5524
g4728 = 5524
g4728 = 16021
g4728 = 42626
g4728 = 55085
g4728 = 5524
g4728 = 16021
g4728 = 5524
g4728 = 5524
g4728 = 16021
g4728 = 5524
g4728 = 5524
g4728 = 16021
g4728 = 42626
g4728 = 55085
g4728 = 5524
g4728 = 16021
g4728 = 42626
g4728 = 55085
g4728 = 5524
g4728 = 16021
g4728 = 42626
g4728 = 55085
g7142 = 46912
g7142 = 46912
g7142 = 46912
g7142 = 46912
g7142 = 46912
g7142 = 46912
g7142 = 46912
g7142 = 46912
g7142 = 46912
g7142 = 4108
g7142 = 6101
g2390 = 4019
g2390 = 5525
g2390 = 6164
g2390 = 4019
g2390 = 5525
g2390 = 6164
g2390 = 4019
g2390 = 5525
g2390 = 6164
g2390 = 4019
g2390 = 5525
g2390 = 6164
g9662 = 5515
g9662 = 5515
g9662 = 5515
g9662 = 5515
g8515 = 287
g8515 = 4170
g8515 = 6226
g8515 = 46081
g8515 = 287
g8515 = 4170
g8515 = 6226
g8515 = 46081
g5932 = 5546
g5932 = 16197
g5932 = 30036
g5932 = 31932
g5932 = 38203
g351 = 3723
g351 = 3723
g351 = 3723
g351 = 3723
g351 = 3723
g351 = 3676
g351 = 3723
g351 = 3676
g351 = 3676
g351 = 3676
g351 = 3723
g351 = 3723
g351 = 3723
g351 = 3723
g351 = 3723
g351 = 3723
g351 = 3723
g351 = 3723
g351 = 3723
g8891 = 3676
g8891 = 4842
g8891 = 30014
g8891 = 3676
g6219 = 16491
g6219 = 16491
g6219 = 16491
g6219 = 16491
g6219 = 16491
g3412 = 2098
g3412 = 33588
g3412 = 2098
g3412 = 33588
g8684 = 9435
g8684 = 16779
g8684 = 3824
g8684 = 9058
g6170 = 4385
g6170 = 6163
g8596 = 818
g8596 = 818
g1069 = 19441
g1069 = 20037
g1069 = 46872
g1069 = 20037
g1069 = 20037
g2156 = 16151
g2156 = 43419
g2156 = 35550
g2156 = 43419
g2156 = 6807
g2156 = 9039
g2156 = 16151
g2156 = 6807
g2156 = 9039
g2156 = 16151
g2156 = 6807
g2156 = 9039
g2156 = 16151
g2156 = 6807
g2156 = 9039
g2156 = 16151
g2156 = 6807
g2156 = 9039
g2156 = 16151
g2156 = 16787
g2156 = 16151
g2156 = 43419
g2156 = 6807
g2156 = 9039
g2156 = 16151
g2156 = 16810
g2156 = 35550
g2156 = 43419
g2156 = 16151
g2156 = 43419
g1878 = 6812
g1878 = 8324
g1878 = 16021
g1878 = 55085
g1878 = 6812
g1878 = 8324
g1878 = 16021
g1878 = 55085
g8871 = 3924
g8871 = 5525
g9081 = 5524
g9081 = 5524
g9081 = 5524
g9081 = 16021
g9081 = 5524
g9081 = 16021
g9081 = 42626
g9081 = 55085
g9081 = 5524
g9081 = 16021
g9081 = 42626
g9081 = 55085
g9081 = 5524
g9081 = 5524
g9081 = 5524
g9081 = 16021
g9081 = 42626
g9081 = 55085
g9081 = 5524
g9081 = 16021
g9081 = 42626
g9081 = 55085
g9081 = 5524
g9081 = 16021
g2927 = 5515
g2927 = 8237
g2927 = 70122
g2927 = 4222
g2927 = 8180
g2927 = 5515
g2927 = 8237
g2927 = 70122
g6488 = 16255
g6488 = 42765
g6488 = 16255
g6488 = 42765
g2900 = 5524
g2900 = 6457
g2900 = 16887
g2900 = 51082
g2900 = 5524
g2900 = 16887
g4123 = 5524
g4123 = 16887
g4123 = 5737
g4123 = 30163
g4123 = 36402
g7528 = 16491
g9855 = 5506
g9855 = 16705
g9855 = 20037
g9855 = 4497
g9855 = 5506
g9855 = 20037
g9855 = 4497
g9855 = 5506
g9855 = 20037
g9855 = 4497
g9855 = 5506
g9855 = 20037
g9855 = 5506
g9855 = 16705
g9855 = 20037
g9855 = 5506
g9855 = 16705
g9855 = 20037
g9855 = 5506
g9855 = 16705
g9855 = 20037
g9855 = 5506
g9855 = 16705
g9855 = 20037
g9855 = 5506
g9855 = 16705
g9855 = 20037
g9855 = 5506
g9855 = 16712
g9855 = 20037
g9855 = 5506
g9855 = 16712
g9855 = 20037
g9855 = 5506
g9855 = 16712
g9855 = 20037
g9855 = 5506
g9855 = 16712
g9855 = 20037
g5277 = 5524
g5277 = 16887
g4858 = 9058
g4858 = 30170
g5406 = 16020
g5406 = 16126
g5406 = 16628
g5681 = 3676
g5681 = 3676
g5681 = 3676
g1199 = 16831
g1199 = 16787
g4062 = 16491
g4062 = 16491
g4062 = 16491
g4062 = 16491
g4062 = 16491
g5272 = 6888
g5272 = 6888
g5272 = 5515
g5272 = 5515
g5272 = 5515
g5272 = 5515
g5272 = 5515
g5272 = 5515
g5272 = 5515
g5272 = 5515
g5272 = 5515
g5272 = 5515
g9844 = 16787
g9844 = 16787
g9844 = 16787
g9844 = 44237
g1612 = 5515
g1612 = 124
g1612 = 46695
g1612 = 5515
g1612 = 5515
g1612 = 5515
g1612 = 5515
g1612 = 5515
g1612 = 5515
g6357.1 = 5515
g6357.1 = 5515
g6357.1 = 43531
g6357.1 = 3824
g6357.1 = 9116
g6357.1 = 5871
g6357.1 = 5871
g6357.1 = 5871
g6357.1 = 5871
g6357.1 = 5515
g6357.1 = 3824
g6357.1 = 9116
g803 = 178
g803 = 6396
g803 = 6401
g9851 = 16787
g9851 = 16810
g961 = 16491
g961 = 16746
g961 = 31177
g8726 = 16787
g9848 = 22857
g9848 = 55085
g460.1 = 16021
g460.1 = 16021
g3578 = 16787
g8966 = 16491
g8966 = 46872
g6569 = 6506
g6569 = 6506
g2132 = 33615
g2986.2 = 16255
g2986.2 = 42765
g2986.2 = 16255
g2986.2 = 42765
g1610 = 5634
g1610 = 6397
g1610 = 5515
g1610 = 5515
g1610 = 6396
g1610 = 6396
g1610 = 6396
g1610 = 6396
g1610 = 6396
g1610 = 6396
g1610 = 6396
g1610 = 6396
g5316 = 5507
g6530 = 19722
g6530 = 19722
g6530 = 3676
g8099 = 16491
g5155 = 4672
g5155 = 5524
g5155 = 6468
g5155 = 4672
g5155 = 5524
g5155 = 6468
g5155 = 4672
g5155 = 5524
g5155 = 6468
g878 = 5515
g878 = 5515
g878 = 5515
g878 = 5515
g878 = 5515
g4897 = 3824
g4897 = 3938
g4897 = 6164
g6620 = 16491
g6620 = 16491
g6620 = 16491
g6620 = 16491
g6620 = 16491
g6620 = 16491
g6620 = 16491
g6620 = 16491
g6620 = 16491
g6016 = 3824
g3181 = 3735
g3181 = 5840
g3181 = 6412
g3181 = 3735
g3181 = 5840
g3181 = 6412
g9439 = 3824
g9439 = 5992
g1042 = 6520
g1042 = 8483
g1042 = 6520
g1042 = 8483
g1042 = 6520
g1042 = 8483
g1042 = 6520
g1042 = 8483
g1042 = 6520
g1042 = 8483
g1042 = 9058
g1042 = 30170
g1042 = 9058
g1042 = 30170
g2202 = 3677
g2202 = 3700
g2202 = 5507
g2202 = 6355
g2202 = 3677
g2202 = 3700
g2202 = 5507
g2202 = 5634
g2202 = 6355
g2202 = 3677
g2202 = 3700
g2202 = 5507
g2202 = 6355
g2202 = 3677
g2202 = 3700
g2202 = 5507
g2202 = 6355
g2202 = 3677
g2202 = 3700
g2202 = 5507
g2202 = 6355
g2202 = 3677
g2202 = 3700
g2202 = 5507
g2202 = 6355
g2202 = 3677
g2202 = 3700
g2202 = 5507
g2202 = 6355
g2277 = 43130
g2277 = 43130
g2277 = 5515
g2277 = 43130
g10536 = 5515
g10536 = 5515
g10536 = 5515
g10394 = 22857
g10394 = 16020
g10394 = 22857
g10394 = 55085
g10394 = 16021
g10394 = 22857
g10394 = 55085
g10394 = 16020
g10394 = 22857
g10394 = 55085
g10394 = 16020
g10394 = 22857
g10394 = 55085
g10394 = 16020
g10394 = 22857
g10394 = 55085
g10394 = 16020
g10394 = 22857
g10394 = 55085
g10394 = 16020
g10394 = 22857
g10394 = 55085
g6804 = 5975
g8077 = 18580
g7910 = 3677
g7910 = 6351
g7910 = 8270
g2243 = 723
g2243 = 723
g5098 = 5515
g5098 = 5515
g5098 = 5515
g5098 = 5515
g5098 = 5515
g5098 = 5524
g5098 = 5634
g5098 = 6355
g5098 = 42393
g5098 = 5524
g5098 = 70615
g5098 = 5524
g5098 = 5634
g5098 = 6355
g5098 = 5515
g5098 = 5524
g5098 = 5634
g5098 = 6355
g5098 = 5515
g5098 = 5515
g5098 = 42393
g1891 = 8235
g584.1 = 71949
g3189.1 = 6886
g3189.1 = 6886
g3189.1 = 6886
g3189.1 = 6886
g3189.1 = 6886
g3189.1 = 16192
g3189.1 = 6886
g3189.1 = 16192
g3189.1 = 6886
g2443 = 981
g2443 = 6355
g2443 = 8270
g2443 = 3677
g2443 = 6351
g2443 = 8270
g2443 = 981
g2443 = 6355
g2443 = 8270
g2443 = 3677
g2443 = 6351
g2443 = 8270
g2443 = 981
g2443 = 6355
g2443 = 8270
g2443 = 981
g2443 = 6355
g2443 = 8270
g2694 = 3682
g2694 = 10468
g8869 = 16021
g8869 = 22857
g8869 = 55085
g8869 = 16020
g8869 = 22857
g8869 = 55085
g8869 = 22857
g8869 = 16020
g8869 = 22857
g8869 = 55085
g8869 = 16020
g8869 = 22857
g8869 = 55085
g8869 = 16020
g8869 = 22857
g8869 = 55085
g8869 = 16020
g8869 = 22857
g8869 = 55085
g8869 = 16020
g8869 = 22857
g8869 = 55085
g4572 = 3677
g4572 = 34061
g4572 = 3677
g4572 = 3887
g4572 = 3677
g4572 = 34061
g4572 = 3677
g4572 = 34061
g4572 = 3677
g4572 = 34061
g4572 = 3677
g4572 = 34061
g2541 = 4672
g2541 = 5524
g2541 = 6468
g2541 = 4672
g2541 = 5524
g2541 = 6468
g2541 = 4672
g2541 = 5524
g2541 = 6468
g7728 = 3746
g7728 = 6414
g7728 = 3746
g7728 = 6414
g9172 = 15031
g9172 = 15031
g9172 = 15031
g2510 = 6979
g6988 = 981
g6988 = 6355
g6988 = 8270
g6988 = 981
g6988 = 6355
g6988 = 8270
g6988 = 981
g6988 = 6355
g6988 = 8270
g4515 = 3824
g4515 = 5975
g4515 = 3824
g4515 = 5975
g8708 = 8168
g8708 = 8168
g9655 = 9058
g9655 = 16747
g9655 = 9058
g9655 = 16747
g10230 = 3677
g10230 = 6351
g10230 = 8270
g10230 = 981
g10230 = 6355
g10230 = 8270
g10230 = 981
g10230 = 6355
g10230 = 8270
g10230 = 3677
g10230 = 6351
g10230 = 8270
g8901 = 3684
g8901 = 6289
g8901 = 3684
g8901 = 6289
g2106.2 = 16020
g2106.2 = 22857
g2106.2 = 55085
g6499 = 16192
g6499 = 16192
g5834 = 981
g5834 = 6355
g5834 = 8270
g5834 = 981
g5834 = 6355
g5834 = 8270
g5834 = 981
g5834 = 6355
g5834 = 8270
g5834 = 3677
g5834 = 6351
g5834 = 8270
g5834 = 3677
g5834 = 6351
g5834 = 8270
g5834 = 981
g5834 = 6355
g5834 = 8270
g6510 = 3854
g6510 = 6694
g6510 = 16616
g2354 = 3964
g2354 = 3677
g2354 = 3721
g2354 = 3964
g2354 = 3677
g2354 = 3721
g2354 = 3677
g2354 = 3721
g2354 = 3677
g2354 = 3721
g2354 = 3677
g2354 = 3721
g10115 = 5886
g2073 = 5315
g2073 = 6817
g2073 = 16020
g2073 = 5315
g2073 = 6817
g2073 = 16020
g10247 = 3743
g10247 = 6413
g5237 = 4672
g5237 = 5524
g5237 = 6468
g5237 = 4672
g5237 = 5524
g5237 = 6468
g5237 = 4672
g5237 = 5524
g5237 = 6468
g1557 = 4721
g1557 = 5634
g1557 = 8420
g1557 = 70940
g3459 = 3824
g3459 = 4084
g3459 = 9081
g3459 = 3824
g7038 = 16491
g7038 = 16491
g7038 = 16491
g7038 = 16491
g7038 = 16491
g7038 = 16491
g7038 = 16491
g7038 = 16491
g7038 = 16491
g7038 = 16491
g7038 = 16491
g7038 = 16491
g7038 = 16491
g4804 = 22857
g4804 = 55085
g611 = 16787
g611 = 9166
g611 = 16787
g611 = 9166
g611 = 16787
g9274 = 4519
g9274 = 6289
g9274 = 9411
g9274 = 4519
g9274 = 6289
g9274 = 9411
g9274 = 4519
g9274 = 6289
g9274 = 9411
g2509 = 3735
g2509 = 5840
g2509 = 6412
g2509 = 3735
g2509 = 5840
g2509 = 6412
g2509 = 3735
g2509 = 5840
g2509 = 6412
g2509 = 3735
g2509 = 5840
g2509 = 6412
g9878 = 6270
g5839 = 3824
g5839 = 3824
g1383 = 16491
g1383 = 16491
g1383 = 16491
g1383 = 16491
g1383 = 16491
g1383 = 16491
g1383 = 16491
g1383 = 16491
g1383 = 16491
g1383 = 16491
g5854 = 981
g5854 = 6355
g5854 = 8270
g5854 = 3677
g5854 = 6351
g5854 = 8270
g5854 = 3677
g5854 = 6351
g5854 = 8270
g5854 = 981
g5854 = 6355
g5854 = 8270
g5854 = 981
g5854 = 6355
g5854 = 8270
g5854 = 981
g5854 = 6355
g5854 = 8270
g8788 = 5515
g8788 = 5515
g8788 = 398
g8788 = 398
g8788 = 5515
g8788 = 5515
g8788 = 5515
g8788 = 5515
g8788 = 5515
g8788 = 5515
g8788 = 5515
g8788 = 5515
g8788 = 5515
g8788 = 6396
g8788 = 6396
g8788 = 6396
g8788 = 6396
g8788 = 6396
g8788 = 6396
g8788 = 6396
g8788 = 6396
g8788 = 6396
g8788 = 6396
g8788 = 6396
g8788 = 6396
g8788 = 6396
g8788 = 6396
g6744 = 3986
g6744 = 6083
g6744 = 8775
g6744 = 19679
g3549.1 = 5506
g3549.1 = 16705
g3549.1 = 20037
g3549.1 = 5506
g3549.1 = 16705
g3549.1 = 20037
g3549.1 = 4497
g3549.1 = 5506
g3549.1 = 16705
g3549.1 = 20037
g3549.1 = 4497
g3549.1 = 5506
g3549.1 = 16705
g3549.1 = 20037
g3549.1 = 4497
g3549.1 = 5506
g3549.1 = 16705
g3549.1 = 20037
g3549.1 = 4497
g3549.1 = 5506
g3549.1 = 16705
g3549.1 = 20037
g3549.1 = 4497
g3549.1 = 5506
g3549.1 = 16705
g3549.1 = 20037
g3549.1 = 71949
g3549.1 = 16491
g3549.1 = 50660
g3549.1 = 50660
g6223 = 5783
g5385 = 287
g5385 = 4749
g5385 = 9165
g5385 = 287
g5385 = 4749
g5385 = 9165
g5385 = 287
g5385 = 4749
g5385 = 9165
g7382 = 16491
g7382 = 16491
g10228 = 3968
g10228 = 3968
g10302 = 3677
g10302 = 3677
g10302 = 3677
g3734 = 46912
g3734 = 46912
g3734 = 46912
g3734 = 46912
g3734 = 46912
g3734 = 46912
g3734 = 46912
g3734 = 46912
g3734 = 46912
g9196 = 22857
g9196 = 55085
g9196 = 22857
g9912 = 30600
g7403 = 5515
g7403 = 5515
g7403 = 5515
g7403 = 5515
g7403 = 5515
g7403 = 5515
g7403 = 5515
g7403 = 5515
g7403 = 45292
g4708 = 3676
g4708 = 4523
g4708 = 3676
g4708 = 4523
g8402 = 166
g8402 = 4812
g8402 = 5524
g8402 = 6418
g8402 = 4825
g8402 = 6431
g8402 = 4825
g8402 = 6431
g8402 = 4825
g8402 = 6431
g8402 = 4825
g8402 = 6431
g8402 = 166
g8402 = 4812
g8402 = 5524
g8402 = 6418
g8126 = 16491
g1228 = 8270
g1228 = 8270
g1228 = 8270
g1228 = 8270
g1228 = 61630
g2377 = 3677
g4330 = 16491
g4330 = 16491
g4330 = 16491
g4330 = 16491
g4330 = 16491
g4330 = 16491
g4330 = 16491
g4330 = 16491
g4330 = 16491
g1132 = 981
g1132 = 6355
g1132 = 8270
g1132 = 981
g1132 = 6355
g1132 = 8270
g1132 = 981
g1132 = 6355
g1132 = 8270
g1132 = 981
g1132 = 6355
g1132 = 8270
g6134.2 = 981
g6134.2 = 6355
g6134.2 = 8270
g6134.2 = 981
g6134.2 = 6355
g6134.2 = 8270
g5736 = 15031
g7844 = 8168
g7844 = 8168
g6885 = 256
g6885 = 50385
g6885 = 256
g6885 = 50385
g5655 = 3723
g5655 = 4521
g5655 = 3723
g5655 = 4540
g2438 = 3677
g2438 = 6351
g2438 = 8270
g2438 = 981
g2438 = 6355
g2438 = 8270
g2438 = 981
g2438 = 6355
g2438 = 8270
g2438 = 981
g2438 = 6355
g2438 = 8270
g2438 = 981
g2438 = 6355
g2438 = 8270
g1345 = 981
g1345 = 6355
g1345 = 8270
g1345 = 981
g1345 = 6355
g1345 = 8270
g1345 = 981
g1345 = 6355
g1345 = 8270
g1345 = 3677
g1345 = 6351
g1345 = 8270
g1345 = 981
g1345 = 6355
g1345 = 8270
g1345 = 3677
g1345 = 6351
g1345 = 8270
g4989 = 981
g4989 = 6355
g4989 = 8270
g4989 = 3677
g4989 = 6351
g4989 = 8270
g4989 = 981
g4989 = 6355
g4989 = 8270
g4989 = 3677
g4989 = 6351
g4989 = 8270
g4989 = 981
g4989 = 6355
g4989 = 8270
g4989 = 981
g4989 = 6355
g4989 = 8270
g357 = 22857
g357 = 22857
g357 = 55085
g8770 = 16491
g8770 = 16491
g8770 = 4350
g8770 = 6561
g9618 = 5515
g9618 = 5515
g9618 = 5515
g9618 = 5515
g9618 = 5515
g9618 = 5515
g9618 = 5515
g9618 = 5515
g9618 = 5515
g9618 = 5515
g9618 = 5515
g9618 = 5515
g9618 = 5515
g9618 = 5515
g9618 = 5515
g9618 = 5515
g9618 = 5515
g9618 = 5515
g9618 = 5515
g9618 = 5515
g9618 = 5515
g9618 = 5515
g9618 = 5515
g9618 = 5515
g3910 = 3677
g3910 = 6351
g3910 = 8270
g3910 = 3677
g3910 = 6351
g3910 = 8270
g3910 = 981
g3910 = 6355
g3910 = 8270
g3910 = 981
g3910 = 6355
g3910 = 8270
g3910 = 981
g3910 = 6355
g3910 = 8270
g3910 = 981
g3910 = 6355
g3910 = 8270
g710 = 981
g710 = 6355
g710 = 8270
g710 = 981
g710 = 6355
g710 = 8270
g710 = 981
g710 = 6355
g710 = 8270
g710 = 981
g710 = 6355
g710 = 8270
g10449 = 16491
g10449 = 51537
g10449 = 16491
g10449 = 50660
g10449 = 51537
g10449 = 51537
g3424 = 7059
g3424 = 51382
g9486 = 4115
g9486 = 6198
g9486 = 4115
g9486 = 6198
g9486 = 4115
g9486 = 6198
g9486 = 4115
g9486 = 6198
g9486 = 4115
g9486 = 6198
g9486 = 4115
g9486 = 6198
g7922 = 16491
g7922 = 16491
g7922 = 3824
g7922 = 3824
g7922 = 3824
g7922 = 3824
g4113 = 8446
g4113 = 19673
g4113 = 8446
g4113 = 19673
g161 = 15
g161 = 287
g161 = 4634
g161 = 6096
g161 = 15
g161 = 287
g161 = 4634
g161 = 6096
g161 = 15
g161 = 287
g161 = 4634
g161 = 6096
g161 = 15
g161 = 287
g161 = 4634
g161 = 6096
g161 = 15
g161 = 287
g161 = 4634
g161 = 6096
g161 = 15
g161 = 287
g161 = 4634
g161 = 6096
g161 = 15
g161 = 287
g161 = 4634
g161 = 6096
g161 = 15
g161 = 287
g161 = 4634
g161 = 6096
g5586 = 5634
g5586 = 6325
g5586 = 6355
g5553 = 5515
g5553 = 5515
g5553 = 5515
g5553 = 5515
g5553 = 5515
g5553 = 5515
g5553 = 5515
g5553 = 5515
g5553 = 5515
g5553 = 5515
g5553 = 5515
g5553 = 5515
g3017 = 16838
g9892 = 16020
g9892 = 55085
g1111 = 16491
g1176 = 981
g1176 = 6355
g1176 = 8270
g1176 = 981
g1176 = 6355
g1176 = 8270
g1176 = 981
g1176 = 6355
g1176 = 8270
g1176 = 981
g1176 = 6355
g1176 = 8270
g2651 = 3676
g2651 = 3676
g4984 = 22857
g4984 = 22857
g4984 = 55085
g1884 = 4672
g1884 = 5524
g1884 = 6468
g1884 = 4672
g1884 = 5524
g1884 = 6468
g1884 = 4672
g1884 = 5524
g1884 = 6468
g2726 = 42254
g7422 = 16491
g5523 = 16787
g7495 = 22857
g7495 = 22857
g7495 = 55085
g1275 = 16021
g1275 = 16021
g4076 = 4402
g4076 = 5515
g4076 = 8080
g4076 = 5515
g4076 = 5515
g4076 = 5515
g4076 = 5515
g4076 = 5515
g4076 = 5515
g4076 = 8080
g4076 = 5515
g2921 = 3677
g2921 = 5666
g2921 = 6383
g2921 = 3677
g2921 = 5666
g2921 = 6383
g9250 = 16787
g3987 = 6457
g3987 = 16272
g6935 = 5515
g6935 = 5515
g6935 = 5515
g6935 = 5515
g6935 = 5515
g6935 = 5515
g6935 = 5515
g2735 = 4672
g2735 = 5524
g2735 = 6468
g2735 = 4672
g2735 = 5524
g2735 = 6468
g2735 = 4672
g2735 = 5524
g2735 = 6468
g4183 = 16491
g4183 = 16491
g4183 = 16491
g4183 = 16491
g4183 = 16491
g4183 = 16491
g4183 = 20037
g4183 = 20037
g4183 = 8941
g4183 = 19825
g4183 = 20037
g4183 = 51409
g4183 = 71949
g4308.1 = 43015
g4308.1 = 226
g4308.1 = 922
g4308.1 = 5815
g4308.1 = 7020
g4308.1 = 43015
g9318 = 3993
g9318 = 3993
g9318 = 46872
g9318 = 3993
g9318 = 46872
g9318 = 16787
g9318 = 5515
g9623 = 16491
g9623 = 16491
g9623 = 16491
g9623 = 16491
g9927 = 8236
g9927 = 4252
g9927 = 6508
g9927 = 8236
g9927 = 6508
g8581 = 5506
g8581 = 16705
g8581 = 20037
g8581 = 5506
g8581 = 16705
g8581 = 20037
g8581 = 5506
g8581 = 16705
g8581 = 20037
g8581 = 5506
g8581 = 16705
g8581 = 20037
g8581 = 5506
g8581 = 16705
g8581 = 20037
g8581 = 5506
g8581 = 16705
g8581 = 20037
g8581 = 5506
g8581 = 16705
g8581 = 20037
g8581 = 5506
g8581 = 16705
g8581 = 20037
g8581 = 5506
g8581 = 16705
g8581 = 20037
g8581 = 5506
g8581 = 16705
g8581 = 20037
g8581 = 5506
g8581 = 16705
g8581 = 20037
g8581 = 5506
g8581 = 16705
g8581 = 20037
g10065 = 5315
g10065 = 1990547
g5863 = 16491
g5863 = 16491
g5863 = 16491
g5863 = 16491
g5863 = 16491
g5863 = 16491
g5863 = 16491
g5863 = 16491
g2096 = 8410
g5327 = 22857
g5327 = 55085
g5327 = 22857
g5635 = 3779
g5635 = 30036
g5635 = 31267
g5635 = 3779
g5635 = 30036
g5635 = 31267
g4051 = 5515
g4051 = 5515
g8621 = 16787
g8621 = 16787
g169 = 981
g169 = 6355
g169 = 8270
g169 = 981
g169 = 6355
g169 = 8270
g169 = 981
g169 = 6355
g169 = 8270
g169 = 981
g169 = 6355
g169 = 8270
g8130 = 3871
g8130 = 8270
g8130 = 9086
g8839 = 16491
g8839 = 16491
g8839 = 16491
g8839 = 16491
g8839 = 16491
g8839 = 16491
g8839 = 16491
g8839 = 16491
g8839 = 16491
g8839 = 16491
g2817 = 6508
g2817 = 8234
g2817 = 6508
g2817 = 8234
g3186 = 5524
g3186 = 16887
g3186 = 5524
g3186 = 6457
g3186 = 16887
g3186 = 51082
g3186 = 5524
g3186 = 6457
g3186 = 16887
g3186 = 51082
g2191 = 5096
g2191 = 5096
g2191 = 5096
g2191 = 5096
g2191 = 5096
g5609 = 16491
g5609 = 16491
g5609 = 16491
g5609 = 16491
g5609 = 16491
g2330 = 4168
g2330 = 43048
g432 = 3723
g5458 = 387
g5458 = 398
g5458 = 5685
g5458 = 8270
g8316 = 3676
g8316 = 46872
g8316 = 3676
g8316 = 6397
g8316 = 3676
g8316 = 3676
g8316 = 6397
g8008 = 6491
g5414 = 16787
g10127 = 6777
g10127 = 6777
g8084 = 5506
g8084 = 16705
g8084 = 20037
g8084 = 5506
g8084 = 16705
g8084 = 20037
g8084 = 5506
g8084 = 16705
g8084 = 20037
g8084 = 5506
g8084 = 16705
g8084 = 20037
g8084 = 5506
g8084 = 16705
g8084 = 20037
g8084 = 5506
g8084 = 16705
g8084 = 20037
g8084 = 5506
g8084 = 16705
g8084 = 20037
g8084 = 5506
g8084 = 16705
g8084 = 20037
g8084 = 5506
g8084 = 16705
g8084 = 20037
g8084 = 5506
g8084 = 16705
g8084 = 20037
g8380 = 5524
g8380 = 70615
g4878 = 5507
